"p.value","fdr","p.holm","t.statistic","coefficient","coefficient.ci.high","coefficient.ci.low","coefficient.se","n","chromosome","position"
0.861796917606182,0.944831519614293,1,-0.174333786405183,-0.00124317212298776,0.012826866386343,-0.0153132106323185,0.00713098790901267,188,"chrX",109625042
0.341452927866484,0.61617989868531,1,0.953794115916184,0.00401882071113096,0.0123324293983902,-0.00429478797612829,0.00421350964958576,188,"chrX",54798428
0.945168747980787,0.97958377324598,1,-0.0688699462581053,-0.000293165382335057,0.00810585293471327,-0.00869218369938338,0.00425679702487867,188,"chrX",57121824
0.664601969452359,0.847268009759822,1,0.43427663992976,0.00248769146450499,0.01379022054501,-0.008814837616,0.00572835661827757,188,"chrX",48206388
0.563518572964269,0.787178657737684,1,0.578694724598385,0.00365178871883822,0.0161036422674773,-0.00880006482980086,0.00631038881747637,186,"chrX",128924261
0.197199814827612,0.464866196324303,1,1.29430536781053,0.00951887823899242,0.0240297867938368,-0.00499203031585192,0.0073544300098938,188,"chrX",119757719
0.171185202267036,0.4321541310333,1,-1.3738266562456,-0.0140122604462519,0.00611208892177127,-0.0341366098142751,0.0101994384681287,188,"chrX",154136122
0.0575026438724148,0.241860069958867,1,1.91156896218161,0.010820806632162,0.0219898313466833,-0.000348218082359315,0.00566069383121422,188,"chrX",140992417
0.169821947081286,0.430061040048855,1,1.37823745508894,0.00697924922559247,0.016970738923066,-0.00301224047188103,0.00506389461396699,188,"chrX",130118602
0.646272480983156,0.837370513776778,1,-0.45971080135705,-0.00298458383146824,0.0098252843260751,-0.0157944519890116,0.00649230738685681,188,"chrX",147231695
0.00760401559107324,0.0785775963947005,1,2.69926608397651,0.0191582423080156,0.0331623534857372,0.00515413113029405,0.00709757456730313,188,"chrX",130204252
0.0332841101719502,0.177850507925295,1,2.14493195317532,0.0104915765271354,0.0201425877315795,0.000840565322691361,0.00489133303814319,188,"chrX",25013091
0.549669622656003,0.777945322100769,1,0.599372922571088,0.0317348572046534,0.136203274520846,-0.0727335601115393,0.0529467648764022,188,"chrX",8696915
0.168734645539749,0.428689363755964,1,1.38177463279888,0.00633576483816863,0.015382823783043,-0.00271129410670578,0.00458523748213202,188,"chrX",152897784
0.0817284176273923,0.293736526080672,1,1.750434488642,0.0144110434675359,0.0306551246970209,-0.00183303776194921,0.00823283793883429,188,"chrX",104256193
0.961152288571774,0.98481382327153,1,0.0487747492704581,0.000209152025696576,0.00866997514125366,-0.00825167108986051,0.00428812098114167,188,"chrX",154548143
0.305444481086417,0.58221295800816,1,1.02772212332323,0.00480994549978502,0.0140443742769841,-0.00442448327741404,0.00468020040692677,188,"chrX",152992265
0.554099233386729,0.780522509761508,1,0.592739798682149,0.00262068054176614,0.0113449260921428,-0.0061035650086105,0.00442130011784725,186,"chrX",131058391
0.304926691410411,0.581941752401202,1,1.02882621095357,0.00284021580801025,0.00828718484106565,-0.00260675322504515,0.00276063710058261,188,"chrX",154398114
0.74929814670351,0.893489609257103,1,-0.320049210309053,-0.00201679011820127,0.0104165991474093,-0.0144501793838119,0.00630150006073682,188,"chrX",153924574
0.197337960065155,0.464956296917104,1,1.29401125588105,0.0011311091115228,0.00285606247799853,-0.000593844254952927,0.000874110720739186,184,"chrX",153955444
0.177228403203449,0.439782113706551,1,-1.35458693607125,-0.00369267172990203,0.00168605406531314,-0.0090713975251172,0.00272605000946784,188,"chrX",20413211
0.219523907807,0.491505925483222,1,1.23206242636172,0.00672451857785792,0.0174938844170625,-0.00404484726134663,0.00545793657364864,187,"chrX",40266227
0.287123262308726,0.56405121176799,1,-1.06758171338071,-0.00438072151841556,0.00371564398729471,-0.0124770870241258,0.00410340629059965,188,"chrX",131830903
0.58077785622943,0.797732988467025,1,-0.553240250682094,-0.00212508158875196,0.00545384019817427,-0.00970400337567818,0.00384115506081115,188,"chrX",40152132
0.220597387306919,0.492440203543443,1,1.22916327237964,0.00570396399492092,0.014860111625834,-0.00345218363599214,0.00464052589521176,188,"chrX",103294169
0.617941794903412,0.82151426804154,1,-0.499626175231102,-0.00301137653876706,0.00888091276469397,-0.0149036658422281,0.0060272593552052,188,"chrX",153494709
0.253157238617356,0.527362554086856,1,1.14634526718316,0.00464739520622939,0.0126464698492936,-0.00335167943683487,0.0040540972595884,188,"chrX",38327756
0.326618549974721,0.602951322900794,1,0.98359882878525,0.00474210562567892,0.0142546962298506,-0.00477048497849275,0.00482117860137699,188,"chrX",84344388
0.402139509417513,0.670817430326667,1,0.839769304798232,0.00236545268668152,0.00792321354102164,-0.00319230816765859,0.00281678869799827,188,"chrX",151647206
6.32198841158064e-05,0.00395090954235599,1,4.09586311211985,0.0345924865309632,0.0512565892076127,0.0179283838543137,0.00844571353681288,188,"chrX",153906245
0.786675346100361,0.911270002667132,1,-0.271029682781087,-0.00143328769526316,0.00900098305558109,-0.0118675584461074,0.00528830525334319,188,"chrX",120181820
0.0909805899721764,0.310414198372628,1,1.69925029902634,0.0144146420616471,0.031152200010194,-0.00232291588689973,0.00848294219510019,188,"chrX",16946218
0.591159160177656,0.805021641366493,1,-0.538109119738332,-0.00187342618204135,0.00499586330673744,-0.00874271567082015,0.00348149866508925,188,"chrX",110867852
0.663328351833948,0.846739569654051,1,-0.436050663432324,-0.00336279208112493,0.0118557824746622,-0.018581366636912,0.00771192974379419,184,"chrX",132492159
0.119215832206078,0.358357734716214,1,-1.5654442904641,-0.0151347183225274,0.00394106196336769,-0.0342104986084224,0.00966800186676746,188,"chrX",84934119
0.173607126233473,0.4353766617265,1,-1.3660555025067,-0.00404501750835569,0.00179746803932293,-0.00988750305603431,0.00296109308950706,188,"chrX",44872937
0.543739198287348,0.774297386226756,1,-0.608311656275056,-0.00755938017322755,0.0169597824952117,-0.0320785428416668,0.0124268211783361,188,"chrX",38802230
0.457372608624902,0.713315786992397,1,0.744767973329767,0.00251162858076322,0.00916558588231573,-0.00414232872078929,0.00337236383773867,188,"chrX",154464680
0.286200476888022,0.56314467795323,1,1.0696343221424,0.00353973139506713,0.0100692409806801,-0.00298977819054588,0.00330929114912589,188,"chrX",49071212
0.19488481747097,0.462082159319325,1,1.30105367629581,0.00821285170865339,0.0206678695243797,-0.00424216610707296,0.00631246185940301,188,"chrX",48509734
0.1677735380758,0.427333161021968,1,-1.38491566658764,-0.00350019744099502,0.0014865204595277,-0.00848691534151774,0.00252737226203768,188,"chrX",68004195
0.768313451196148,0.903131662788949,1,0.295021856897029,0.00202708822761465,0.0155841022516843,-0.011529925796455,0.00687097643861065,188,"chrX",80024651
0.927879870491544,0.973006960969905,1,0.0906387450108032,0.000671077758532006,0.0152800817433359,-0.0139379262262719,0.00740387301757125,187,"chrX",55489181
0.020279897236586,0.134166411053652,1,-2.34178139120402,-0.0123901922993241,-0.00195036433425049,-0.0228300202643978,0.00529092610687872,187,"chrX",54466849
0.190650643347963,0.457489484209857,1,-1.31355150225941,-0.00386635881023035,0.00194129387015743,-0.00967401149061812,0.00294343906849478,188,"chrX",101386299
0.531215436611593,0.766344330527927,1,0.627350998982052,0.00239165530909267,0.00991365966217121,-0.00513034904398587,0.00381230812252376,188,"chrX",53224166
0.226538155223419,0.498758254012371,1,1.21342930185384,0.00568079673186866,0.0149179969626955,-0.00355640349895813,0.00468160503721948,188,"chrX",52684130
0.355023135408885,0.628439774073488,1,-0.927266221523961,-0.00332963795990852,0.00375559640580783,-0.0104148723256249,0.00359081122833986,187,"chrX",154144086
0.355509953133915,0.629010523572728,1,0.92632621268076,0.00690842622808793,0.0216239869990522,-0.00780713454287638,0.00745787621414184,187,"chrX",78658652
0.801241767298614,0.918054650985985,1,-0.252108377331945,-0.00240065796013095,0.0163876900612937,-0.0211890059815556,0.00952232522194243,188,"chrX",102156303
0.435082713821416,0.697821482429009,1,0.782252548420801,0.00663535580206476,0.0233717853995198,-0.0101010737953903,0.00848237032331837,188,"chrX",71144925
0.854296523600001,0.941692078242681,1,-0.183901585618605,-0.00075359516073149,0.00733204245392293,-0.00883923277538591,0.00409781763543016,187,"chrX",100593990
0.306053033560922,0.582679128230861,1,1.02644209584619,0.00528137565262369,0.015433904919918,-0.00487115361467058,0.00514532254083927,187,"chrX",25004633
0.214861969840696,0.485943501237845,1,1.2446467785238,0.00476421390631959,0.0123167136476898,-0.00278828583505065,0.00382776381904119,188,"chrX",153494425
0.0999429417206813,0.327109565870439,1,-1.65354918026659,-0.0163960871491469,0.003168409894356,-0.0359605841926499,0.00991569367565075,188,"chrX",10016475
0.486762495771571,0.734071907105081,1,-0.696887275691986,-0.00343029550086593,0.00628183668777447,-0.0131424276895063,0.00492231042310215,188,"chrX",136251602
0.0227179598215694,0.143705500016393,1,2.29767405478291,0.014447736582499,0.0268544565700266,0.00204101659497141,0.00628798351638437,188,"chrX",153446586
0.651042643210033,0.840051326379051,1,0.453063548170857,0.00234780351771684,0.0125724479275204,-0.00787684089208668,0.00518206226741386,188,"chrX",48166824
0.132135596118759,0.378235645107874,1,-1.51252204186989,-0.00219698605324922,0.000668980869134903,-0.00506295297563334,0.00145253159453673,188,"chrX",15790112
0.0777194655741667,0.285512087783479,1,-1.77409470842105,-0.0087825965220459,0.000985090084270014,-0.0185502831283618,0.00495046655646835,188,"chrX",43883255
0.892730280793364,0.957957571876834,1,0.135040026714232,0.00103769381424669,0.0162001080932232,-0.0141247204647298,0.00768434248345219,187,"chrX",134155740
0.130458553634456,0.375166242619886,1,-1.51915571907377,-0.00867040420004409,0.00259074304498802,-0.0199315514450762,0.00570738344409513,188,"chrX",153768438
0.487506334662565,0.73464980002185,1,-0.695696442506141,-0.00206193165439104,0.00378597012062774,-0.00790983342940981,0.00296383814607883,188,"chrX",14029529
0.199412287376421,0.467487660365867,1,1.28793631764241,0.00462257485472441,0.0117044979888711,-0.00245934827942231,0.00358913308942644,187,"chrX",135036421
0.0453553713594223,0.211998266178762,1,2.01519705509717,0.0151648853810147,0.0300128593798744,0.00031691138215504,0.00752526178154997,188,"chrX",139924180
0.0689520390754906,0.266602419234917,1,1.82955941340606,0.00927161061052985,0.0192705572893374,-0.000727336068277726,0.00506767396707222,188,"chrX",119693041
0.155448674391629,0.411772454867771,1,-1.42646023758037,-0.00836329814224229,0.00320484076647133,-0.0199314370509559,0.00586297319890844,188,"chrX",49002268
0.378648877814812,0.650453077046989,1,-0.882540260466073,-0.00603012334829727,0.00745134682992335,-0.0195115935265179,0.0068326892476415,188,"chrX",129678411
0.369974049798755,0.642345292369448,1,0.898748651576899,0.00127317225811844,0.004068253921871,-0.00152190940563412,0.00141660547238051,188,"chrX",41332618
0.32628568424196,0.602630819614635,1,0.984307216419954,0.00890287433420021,0.0267503771413153,-0.00894462847291492,0.00904481262118656,186,"chrX",135520409
0.585089897141033,0.800939913535352,1,0.546940046686979,0.00754717775666826,0.0347735916022512,-0.0196792360889147,0.013798912334879,188,"chrX",140787063
0.722239056943315,0.878725139347911,1,-0.356021532571343,-0.00108525404311708,0.0049294850460128,-0.00709999313224695,0.00304828203867024,187,"chrX",152161956
0.0528373828868135,0.229983004739222,1,1.94896008712021,0.0130107433783856,0.02618253197369,-0.000161045216918681,0.00667573618586022,188,"chrX",153494620
0.668649434916788,0.849408570818795,1,0.428698745532576,0.00358591229380784,0.0200900575193652,-0.0129182329317495,0.00836464377648933,188,"chrX",137036694
0.710066265371586,0.872299948519399,1,-0.372348960676167,-0.00246341534562343,0.0105902682741306,-0.0155170989653775,0.00661587812988654,188,"chrX",115560203
0.152167939801325,0.407156126673546,1,1.43794123520759,0.0073166391229257,0.0173562315659506,-0.00272295332009922,0.00508827408504591,188,"chrX",48694089
0.0144225084753551,0.11177579372375,1,-2.47052173048497,-0.00758089670598238,-0.00152595751800983,-0.0136358358939549,0.0030685407913794,186,"chrX",23332196
0.315244786124881,0.591875006305622,1,1.00711878709193,0.00596373546499511,0.017649270057324,-0.00572179912733381,0.00592158099067489,184,"chrX",115189363
0.00226946925469718,0.0386986130424581,1,3.09632611585412,0.00891404095533642,0.0145943702806644,0.00323371163000844,0.00287890894621656,188,"chrX",154398413
0.00782405976835771,0.0795481111644794,1,2.68937207989208,0.00916715039099424,0.0158927196651352,0.00244158111685331,0.00340865827363022,188,"chrX",152734519
0.0495152451605749,0.222381508395027,1,-1.97732062035272,-0.00656053472592792,-1.40564771044056e-05,-0.0131070129747514,0.0033178912202704,188,"chrX",15855214
0.298944985564112,0.576265913285984,1,1.04167314539268,0.00997537345455422,0.0288702161894984,-0.00891946928038993,0.00957629895584355,188,"chrX",100636598
0.377677364947577,0.649490213041507,1,0.884343896072453,0.00600580176501563,0.0194055116822984,-0.00739390815226716,0.00679125144832071,188,"chrX",54994087
0.520486008068484,0.758512195067513,1,-0.643845703312475,-0.00527960423604016,0.0108998978694863,-0.0214591063415666,0.00820010789677946,188,"chrX",40089003
0.76625453090206,0.902337138895153,1,0.297722516001886,0.00369321345049227,0.0281690933840016,-0.020782666483017,0.0124048845888058,188,"chrX",108072101
0.151026612531087,0.405992094678071,1,1.44201350545583,0.00727513112000566,0.0172299449633928,-0.0026796827233815,0.00504511996072182,187,"chrX",49303408
0.0708725578395574,0.270822915658339,1,1.81693149247476,0.00842785467614277,0.0175800245363544,-0.00072431518406885,0.00463850987835736,188,"chrX",51497207
0.551452666975637,0.779259346318595,1,-0.596694800820222,-0.00205702240248641,0.00474491066076921,-0.00885895546574203,0.0034473610288858,188,"chrX",153785550
0.38135112492868,0.652813230324396,1,0.877538524109879,0.00316236993204805,0.0102727377438882,-0.00394799787979214,0.00360368216911703,188,"chrX",70067327
0.1570897929199,0.413594374429475,1,1.42078660333872,0.0112437211438343,0.026858175001856,-0.00437073271418731,0.00791372970255536,188,"chrX",118118459
0.183503146155969,0.448355246438157,1,1.33512455301739,0.0103292128224301,0.0255940096764997,-0.00493558403163959,0.0077365162666554,188,"chrX",103809805
0.244645045166386,0.518647495752739,1,-1.16722860009339,-0.00690434069600409,0.0047667616973983,-0.0185754430894065,0.00591515723265493,188,"chrX",100731058
0.0572421897400055,0.241198508177907,1,1.91358801107855,0.00406552945752556,0.00825746172509751,-0.000126402810046401,0.00212455838664777,188,"chrX",21838830
0.0170416023418594,0.122533586126648,1,2.40805699221379,0.0149464437843942,0.0271935295061627,0.00269935806262571,0.00620684802424612,187,"chrX",136770458
0.695594341222326,0.864796670626693,1,0.391894936054454,0.00115374523451664,0.00696253762098401,-0.00465504715195073,0.0029440166952204,188,"chrX",133217040
0.834947166898554,0.932642738348636,1,-0.208659797849454,-0.000661155450095048,0.00559072098748826,-0.00691303188767836,0.00316858090015052,188,"chrX",38803454
0.2360877277566,0.509136018296815,1,-1.18874764040173,-0.0120376625675738,0.0079424570247625,-0.0320177821599101,0.0101263398205407,188,"chrX",2984985
0.28143978120556,0.558305944662445,1,-1.08029616418719,-0.00786386568253769,0.00649892525368025,-0.0222266566187556,0.00727936092270998,188,"chrX",110318519
0.894113281653325,0.95853888922621,1,-0.133287488271236,-0.000792744351425788,0.0109424249161778,-0.0125279136190294,0.00594762765588755,188,"chrX",49072149
0.816852061109636,0.924298528735785,1,0.231931151719416,0.000741666879029595,0.00705117329561358,-0.00556783953755439,0.003197788971129,188,"chrX",77224717
0.662482457177578,0.846490449233992,1,0.437202995208886,0.00298656252212776,0.0164648299254621,-0.0104917048812066,0.00683106601477157,188,"chrX",68114669
0.0662415331044691,0.260816990504559,1,-1.8478870959143,-0.00906317375336338,0.000614042793812736,-0.0187403903005395,0.00490461445041863,188,"chrX",41088889
0.178924395683022,0.442128046512886,1,-1.34927620475109,-0.00761909953573263,0.00352252122513191,-0.0187607202965972,0.00564680493801354,188,"chrX",47659195
0.199875391414439,0.468014022335447,1,1.28657840148609,0.00497764409293359,0.0126113103807476,-0.00265602219488044,0.00386890071151829,188,"chrX",39613994
0.883559099877902,0.954193061409083,1,-0.146665727002228,-0.000713230307013407,0.00888216333097502,-0.0103086239450018,0.0048629650675142,187,"chrX",46757407
0.470970224003195,0.723108500699026,1,-0.722409079215457,-0.0012329163833688,0.00213449374742508,-0.00460032651416268,0.00170667343315751,188,"chrX",150983142
0.0054860634621605,0.0653120703357865,1,2.81080790201232,0.0186584096508475,0.0317564132070605,0.00556040609463451,0.00663809491836476,187,"chrX",49057501
0.748137824346215,0.892851515365143,1,0.321582771332699,0.00147913062189016,0.0105543961497227,-0.00759613490594241,0.00459953316454226,188,"chrX",150569196
0.90520268253389,0.962941054712692,1,-0.119258675520589,-0.00060642865279729,0.00942704644078078,-0.0106399037463754,0.00508498564276439,187,"chrX",39577499
0.715115857868829,0.875132994564964,1,-0.365562790165068,-0.00165832685007073,0.00729230583691543,-0.0106089595370569,0.00453636665077954,188,"chrX",67356424
0.281575613840226,0.558450961381491,1,-1.07999025866041,-0.00642647001065128,0.00531434466700814,-0.0181672846883107,0.00595048886702231,188,"chrX",140511206
0.00615729718303759,0.0695951135007492,1,2.77163364325021,0.011545876175714,0.0197652107149885,0.00332654163643942,0.00416572955225585,188,"chrX",18220113
0.285931301721818,0.562990123274293,1,1.07023391408086,0.00385238524702668,0.0109546455923858,-0.00324987509833243,0.00359957313662143,188,"chrX",119240826
0.967751683969963,0.987456341725813,1,0.0404839428768494,0.000201985793765645,0.0100462578640149,-0.00964228627648356,0.00498928166112868,188,"chrX",68647510
0.753017878899661,0.895471767120891,1,-0.315138034124097,-0.00141683426025377,0.00745398670944055,-0.0102876552299481,0.00449591641387164,188,"chrX",13063014
0.447586219982052,0.706212517368655,1,-0.761093485023749,-0.00116476112019494,0.00185480432663476,-0.00418432656702464,0.00153037851868959,188,"chrX",44203047
0.067086102470724,0.262612215754333,1,-1.84211065313466,-0.0122637261305476,0.000871946468553025,-0.0253993987296483,0.00665743184844995,188,"chrX",17860595
0.927302390677237,0.972761379420367,1,-0.0913658336882829,-0.000522271296670179,0.0107563995589778,-0.0118009421523182,0.00571626477411716,188,"chrX",151178127
0.133601004379363,0.380374447993519,1,-1.50677913155872,-0.00592295735183828,0.0018329854000816,-0.0136789001037582,0.00393087296458052,188,"chrX",102632072
0.7229691580975,0.879107237860412,1,-0.35504208593868,-0.0019453873312696,0.0088657611715956,-0.0127565358341348,0.0054793147300447,188,"chrX",135985297
0.698533060401375,0.866242402829669,1,-0.387913916952427,-0.00230790960831771,0.00943103411019821,-0.0140468533268336,0.00594954062604758,188,"chrX",120729189
0.72686812817451,0.881155295565729,1,0.349833520126145,0.00128469417709208,0.00853045378866895,-0.00596106543448479,0.00367230154682957,188,"chrX",21658876
0.112758850668751,0.348214495430623,1,-1.59365157483681,-0.00736664546033468,0.00175426176844249,-0.0164875526891118,0.00462249438751318,187,"chrX",47620037
